Country,City,Subdivision,lat,lng
Portugal,Lisbon,São Vicente,38.71834765,-9.125071258424402
Romania,Bucharest,Sector 1,44.487945100000005,26.050154968478157
Romania,Bucharest,Sector 2,44.459585450000006,26.130345830429007
Romania,Bucharest,Sector 3,44.418242250000006,26.165109498942737
Romania,Bucharest,Sector 4,44.381903699999995,26.11901893134285
Romania,Bucharest,Sector 5,44.404906,26.0718655
Romania,Bucharest,Sector 6,44.4478746,26.0324476
Slovakia,Bratislava,Čunovo,48.030206,17.194905332797056
Slovakia,Bratislava,Devín,48.1709058,17.010161203502584
Slovakia,Bratislava,Devínska Nová Ves,48.22430850000001,16.98413011922154
Slovakia,Bratislava,Dúbravka,48.186545249999995,17.02953456844665
Slovakia,Bratislava,Jarovce,48.0613965,17.10227165493854
Slovakia,Bratislava,Karlova Ves,48.159084,17.06004542886836
Slovakia,Bratislava,Lamač,48.1911965,17.0542794
Slovakia,Bratislava,Nové Mesto,48.1919631,17.09690094655255
Slovakia,Bratislava,Petržalka,48.1115075,17.106419573596874
Slovakia,Bratislava,Podunajské Biskupice,48.098991749999996,17.183134896586147
Slovakia,Bratislava,Rača,48.2152349,17.149955648156133
Slovakia,Bratislava,Rusovce,48.0467948,17.14156887554846
Slovakia,Bratislava,Ružinov,48.143488500000004,17.16070216871738
Slovakia,Bratislava,Staré Mesto,48.155136999999996,17.101020814713085
Slovakia,Bratislava,Vajnory,48.21697825,17.194829962357264
Slovakia,Bratislava,Vrakuňa,48.151912249999995,17.209564831583478
Slovakia,Bratislava,Záhorská Bystrica,48.231517499999995,17.052969454333933
Slovenia,Ljubljana,Bežigrad,46.0715227,14.509137
Slovenia,Ljubljana,Center,46.0499803,14.5068602
Slovenia,Ljubljana,Črnuče,46.1050061,14.5328616
Slovenia,Ljubljana,Dravlje,46.0811396,14.4752006
Slovenia,Ljubljana,Golovec,46.0347048,14.5356862
Slovenia,Ljubljana,Jarše,46.0805963,14.5456003
Slovenia,Ljubljana,Moste,46.0572825,14.5367559
Slovenia,Ljubljana,Polje,46.0561216,14.5800079
Slovenia,Ljubljana,Posavje,46.0897379,14.5089154
Slovenia,Ljubljana,Rožnik,46.1286813,14.338579
Slovenia,Ljubljana,Rudnik,46.0259882,14.5339317
Slovenia,Ljubljana,Šentvid,46.0968344,14.466245
Slovenia,Ljubljana,Šiška,46.0719565,14.4842032
Slovenia,Ljubljana,Šmarna,46.1298579,14.463901
Slovenia,Ljubljana,Sostro,46.0354884,14.607094
Slovenia,Ljubljana,Trnovo,46.041719,14.5038838
Slovenia,Ljubljana,Vič,46.0396927,14.4862039
Spain,Madrid,Arganzuela,40.39806845,-3.6937339526567428
Spain,Madrid,Barajas,40.47984005,-3.5802507041958043
Spain,Madrid,Carabanchel,40.3811929,-3.7379756877336514
Spain,Madrid,Centro,40.41755205,-3.7079411254760313
Spain,Madrid,Chamartín,40.4607638,-3.677534058264615
Spain,Madrid,Chamberí,40.43624735,-3.7038303534513837
Spain,Madrid,Ciudad Lineal,40.448621349999996,-3.6548348401990136
Spain,Madrid,Fuencarral-El Pardo,40.55634555,-3.7785905137518054
Spain,Madrid,Hortaleza,40.4808253,-3.644027127801685
Spain,Madrid,Latina,40.3880677,-3.7866060558371704
Spain,Madrid,Moncloa-Aravaca,40.43949485,-3.7442035396547055
Spain,Madrid,Moratalaz,40.4055207,-3.640173367486544
Spain,Madrid,Puente de Vallecas,40.3835532,-3.65453548036571
Spain,Madrid,Retiro,40.4081555,-3.677441328098954
Spain,Madrid,Salamanca,40.43152685,-3.6747257985730952
Spain,Madrid,San Blas-Canillejas,40.428919050000005,-3.604002428077398
Spain,Madrid,Tetuán,40.46082135,-3.6995204270841526
Spain,Madrid,Usera,40.3776019,-3.7033780862451047
Spain,Madrid,Vicálvaro,40.3882402,-3.5771999648829857
Spain,Madrid,Villa de Vallecas,40.35127525,-3.615942718538795
Spain,Madrid,Villaverde,40.343092049999996,-3.694119041726066
Sweden,Stockholm,Älvsjö,59.2758491,18.0018895
Sweden,Stockholm,Bromma,59.3400654,17.933114561222684
Sweden,Stockholm,Enskede-Årsta-Vantör,59.275670250000005,18.039642326129048
Sweden,Stockholm,Farsta,59.2453471,18.0883657
Sweden,Stockholm,Hägersten-Liljeholmen,59.3008658,17.985520620039118
Sweden,Stockholm,Hässelby-Vällingby,59.3708048,17.841367523777624
Sweden,Stockholm,Kungsholmen,59.3327422,18.023771900117097
Sweden,Stockholm,Norrmalm,59.3340818,18.0629048
Sweden,Stockholm,Östermalm,59.336723,18.0859178
Sweden,Stockholm,Rinkeby-Kista,59.4107767,17.928258206762944
Sweden,Stockholm,Skärholmen,59.2784087,17.8987451
Sweden,Stockholm,Skarpnäck,59.2664372,18.1330727
Sweden,Stockholm,Södermalm,59.3123782,18.06975557565056
Sweden,Stockholm,Spånga-Tensta,59.38660135,17.891708673016325
United Kingdom,London,Barking and Dagenham,51.5541171,0.15050434261994267
United Kingdom,London,Barnet,51.6487843,-0.1729127
United Kingdom,London,Bexley,51.4416793,0.150488
United Kingdom,London,Brent,51.563825800000004,-0.2757596561855699
United Kingdom,London,Bromley,51.4028046,0.0148142
United Kingdom,London,Camden,51.5423045,-0.1395604
United Kingdom,London,City of London,51.5156177,-0.0919983
United Kingdom,London,City of Westminster,51.4973206,-0.137149
United Kingdom,London,Croydon,51.3713049,-0.101957
United Kingdom,London,Ealing,51.5126553,-0.3051952
